codigo_abonado,tipo_solicitud,canal_ingreso,servicio_afectado,falla,diagnostico,estado,fecha_ingreso,fecha_cierre,asesor_idx,tecnico_idx,escalado
TCF101236,soporte_remoto,call_center,internet,STREAMING CON FALLAS,,solucionado,2026-02-06 10:05:00,2026-02-09 13:10:00,19,1,1
SR100157,sin_internet,call_center,internet,,FALLA TV,solucionado,2026-02-06 10:30:00,2026-02-06 12:15:00,1,0,
VG101224,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 10:30:00,2026-02-06 17:30:00,6,1,
VG101225,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 10:30:00,2026-02-10 11:00:00,6,0,
DQ101228,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 10:55:00,2026-02-06 10:55:00,29,1,
TC101226,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 11:00:00,2026-02-06 11:00:00,10,0,
C101227,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 11:20:00,2026-02-06 12:00:00,8,0,
SR101229,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 12:50:00,2026-02-06 12:50:00,16,1,
TC101230,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 12:55:00,2026-02-06 15:45:00,31,0,
TC101231,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-02-06 13:45:00,2026-02-11 11:05:00,24,0,
C103364,cambio_plan,caja,,,,solucionado,2026-02-06 13:50:00,2026-02-09 16:10:00,8,3,
SG101232,soporte_remoto,whatsapp,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-02-06 14:10:00,2026-02-09 11:05:00,3,2,
TC100244,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 14:55:00,2026-02-09 09:05:00,24,2,
C100158,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-02-06 15:15:00,2026-02-06 16:00:00,8,0,
C103365,cambio_plan,caja,,,,solucionado,2026-02-06 15:20:00,2026-02-09 16:15:00,15,3,
TC101233,soporte_remoto,call_center,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-02-06 15:35:00,2026-02-06 16:15:00,0,1,
TC103366,cambio_plan,call_center,,,,solucionado,2026-02-06 16:00:00,2026-04-06 09:55:00,7,3,
C103977,cambio_titular,call_center,,,,solucionado,2026-02-06 16:10:00,2026-02-09 09:25:00,8,5,
DQ103367,cambio_plan,whatsapp,,,,solucionado,2026-02-06 16:25:00,2026-02-11 08:20:00,23,3,
SG103368,cambio_plan,call_center,,,,solucionado,2026-02-06 16:25:00,2026-02-09 12:20:00,9,3,
SG101234,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 16:40:00,2026-02-13 16:45:00,3,2,
CH100353,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-06 16:40:00,2026-02-06 16:40:00,2,1,
DQ101235,soporte_remoto,call_center,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-02-06 16:45:00,2026-02-09 13:15:00,29,2,
SR100159,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-02-06 16:50:00,2026-02-06 17:35:00,14,0,
DQ100160,sin_internet,whatsapp,internet,,WIFI DESACTIVADO,solucionado,2026-02-06 17:00:00,2026-02-06 17:45:00,4,0,
SG103369,cambio_plan,call_center,,,,solucionado,2026-02-06 17:55:00,2026-02-11 08:30:00,3,3,
SG103978,cambio_titular,whatsapp,,,,solucionado,2026-02-06 18:00:00,2026-02-09 09:30:00,9,5,
TC100161,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-02-07 09:30:00,2026-02-09 10:20:00,7,0,
C103370,cambio_plan,whatsapp,,,,solucionado,2026-02-07 11:00:00,2026-02-07 11:40:00,20,9,
TC100171,cambio_plan,call_center,,,,solucionado,2026-02-09 08:55:00,2026-02-11 08:30:00,10,3,
SG101237,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 09:20:00,2026-02-09 09:50:00,3,1,
TC100004,soporte_remoto,whatsapp,tv,FALLAS CON LA TV,,solucionado,2026-02-09 10:30:00,2026-02-09 11:30:00,16,1,
C103371,cambio_plan,whatsapp,,,,solucionado,2026-02-09 11:15:00,2026-02-12 14:20:00,8,3,
TC101238,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 11:50:00,2026-02-09 11:50:00,12,2,
DQ101239,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 12:45:00,2026-02-09 12:50:00,11,2,
DQ100162,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-02-09 13:50:00,2026-02-09 16:00:00,0,4,
TCF101240,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 13:55:00,2026-02-12 10:10:00,22,0,
SG100193,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 14:15:00,2026-02-09 14:15:00,3,1,
DQ103979,cambio_titular,call_center,,,,cancelado,2026-02-09 14:30:00,2026-03-03 10:45:00,5,5,
TC101241,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-02-09 14:35:00,2026-02-14 09:55:00,7,0,
C101242,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 14:35:00,2026-02-17 15:35:00,8,0,
TC100606,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 14:35:00,2026-02-09 14:35:00,16,1,
SR103372,cambio_plan,call_center,,,,solucionado,2026-02-09 14:55:00,2026-02-09 14:55:00,19,11,
CH101244,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 15:35:00,2026-02-11 10:10:00,2,2,
TC101243,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 15:50:00,2026-02-09 15:50:00,16,1,
DQ101245,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 16:05:00,2026-02-10 10:20:00,5,2,
SR101246,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 16:30:00,2026-02-11 12:20:00,14,0,
TC101247,soporte_remoto,whatsapp,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-02-09 16:30:00,2026-02-11 12:35:00,21,0,
TC101248,soporte_remoto,whatsapp,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-02-09 16:45:00,2026-02-10 09:00:00,7,1,
DQ101249,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 17:15:00,2026-02-10 08:20:00,0,1,
SG103374,cambio_plan,call_center,,,,solucionado,2026-02-09 17:25:00,2026-04-06 10:05:00,9,3,
SG103373,cambio_plan,call_center,,,,solucionado,2026-02-09 17:55:00,2026-02-12 14:25:00,3,3,
DQ101250,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-09 18:50:00,2026-02-10 12:00:00,0,1,
C100169,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-02-10 08:05:00,2026-02-17 08:35:00,8,0,
C101251,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 08:15:00,2026-02-10 12:10:00,11,2,
SG101252,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-02-10 09:10:00,2026-02-11 10:50:00,3,2,
TC103980,cambio_titular,whatsapp,,,,solucionado,2026-02-10 09:45:00,2026-02-11 08:35:00,10,5,
TC101253,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 09:50:00,2026-02-11 12:05:00,39,1,
SR101254,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 11:20:00,2026-02-11 10:55:00,1,2,
DQ101255,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-02-10 11:30:00,2026-02-11 10:45:00,5,1,
DQ103375,cambio_plan,whatsapp,,,,solucionado,2026-02-10 11:55:00,2026-02-12 14:55:00,4,3,
TC101256,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 12:55:00,2026-02-11 11:10:00,29,2,
SR101257,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 13:10:00,2026-02-11 12:15:00,14,1,
VG101258,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 14:10:00,2026-02-11 11:50:00,6,2,
VG100163,sin_internet,call_center,internet,,WIFI RESETEADO,solucionado,2026-02-10 14:15:00,2026-02-10 17:10:00,6,0,
CH100952,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 14:15:00,2026-02-11 12:10:00,2,2,
DQ100164,sin_internet,call_center,internet,,FALLA MASIVA,solucionado,2026-02-10 14:20:00,2026-02-10 17:20:00,4,0,
DQ101259,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 14:20:00,2026-02-11 12:15:00,5,2,
TC100161,sin_internet,call_center,internet,,ERROR DNS,solucionado,2026-02-10 14:25:00,2026-02-10 17:30:00,31,0,
TC101260,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-02-10 14:45:00,2026-02-11 12:25:00,7,1,
DQ101261,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 14:45:00,2026-02-11 12:15:00,5,2,
C101262,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 14:45:00,2026-02-12 09:20:00,29,1,
SG101252,cambio_plan,whatsapp,,,,solucionado,2026-02-10 14:55:00,2026-02-12 17:35:00,3,3,
SG103376,cambio_plan,call_center,,,,solucionado,2026-02-10 14:55:00,2026-04-06 10:05:00,3,3,
VG100165,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-02-10 15:20:00,2026-02-10 17:45:00,6,0,
CH101263,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 15:55:00,2026-02-12 09:35:00,2,1,
DQ103377,cambio_plan,call_center,,,,solucionado,2026-02-10 16:25:00,2026-03-04 11:15:00,19,3,
C101264,soporte_remoto,caja,tv,FALLAS CON LA TV,,solucionado,2026-02-10 16:35:00,2026-02-11 11:55:00,12,2,
VG100166,sin_internet,whatsapp,internet,,,solucionado,2026-02-10 16:45:00,2026-02-10 17:50:00,6,2,
TCF100167,sin_internet,call_center,internet,,,solucionado,2026-02-10 16:45:00,2026-02-10 17:55:00,4,2,
DQ103382,cambio_plan,call_center,,,,solucionado,2026-02-10 16:45:00,2026-02-11 16:50:00,17,3,
TCF100168,sin_internet,call_center,internet,,NIVELES CRÍTICOS,solucionado,2026-02-10 17:00:00,2026-02-10 17:50:00,4,1,
SR100784,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 17:10:00,2026-02-12 09:40:00,1,1,
VG103378,cambio_plan,whatsapp,,,,solucionado,2026-02-10 17:20:00,2026-04-06 10:10:00,20,3,
DQ101265,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-10 17:45:00,2026-02-14 13:15:00,0,2,
VG100173,sin_internet,whatsapp,internet,,MTU 1500,solucionado,2026-02-11 08:15:00,2026-02-12 09:30:00,6,4,
TC101266,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 08:35:00,2026-02-14 10:10:00,29,0,
SR101267,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 08:35:00,2026-02-11 16:00:00,11,4,
C101268,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 09:05:00,2026-02-11 14:35:00,8,13,
DQ101269,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 09:15:00,2026-02-11 13:20:00,0,4,
TC101275,soporte_remoto,call_center,internet,PROBLEMAS CON CÁMARAS/DVR,,solucionado,2026-02-11 09:15:00,2026-02-12 12:15:00,39,2,
SR103981,cambio_titular,whatsapp,,,,solucionado,2026-02-11 09:45:00,2026-02-19 11:10:00,1,5,
TC101270,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-02-11 09:55:00,2026-02-11 16:05:00,12,13,
TC100170,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-02-11 11:00:00,2026-02-11 15:20:00,4,0,
TC101271,soporte_remoto,call_center,internet,PROBLEMAS CON CÁMARAS/DVR,,cancelado,2026-02-11 11:05:00,2026-02-12 12:40:00,16,2,
TC100171,sin_internet,call_center,internet,,ERROR DNS,solucionado,2026-02-11 11:40:00,2026-02-11 15:45:00,10,0,
C101272,soporte_remoto,caja,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-02-11 11:40:00,2026-02-11 16:00:00,19,4,1
VG100063,sin_internet,call_center,internet,,ERROR DNS,solucionado,2026-02-11 11:55:00,2026-02-11 15:55:00,6,0,
TC101273,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-02-11 12:20:00,2026-02-11 16:30:00,4,13,
TC103379,cambio_plan,call_center,,,,solucionado,2026-02-11 13:30:00,2026-02-12 17:40:00,20,3,
SR101274,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 13:40:00,2026-02-11 16:20:00,21,1,
TC100197,soporte_remoto,call_center,internet,PROBLEMAS CON TEST DE VELOCIDAD,,cancelado,2026-02-11 13:55:00,2026-02-11 16:45:00,25,0,
SG101276,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 14:15:00,2026-02-12 10:45:00,3,6,
C103380,cambio_plan,call_center,,,,solucionado,2026-02-11 14:25:00,2026-02-12 17:45:00,27,3,
VG103381,cambio_plan,caja,,,,solucionado,2026-02-11 14:25:00,2026-02-12 10:20:00,20,9,
DQ101277,soporte_remoto,caja,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-02-11 15:00:00,2026-02-11 17:40:00,5,13,
SG101278,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 15:25:00,2026-02-11 17:20:00,3,13,
SG100172,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-02-11 15:55:00,2026-02-20 16:00:00,3,0,
VG100273,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 16:05:00,2026-02-12 11:00:00,6,13,
C101140,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-11 16:10:00,2026-02-11 17:55:00,29,13,
SG103385,cambio_titular,call_center,,,,solucionado,2026-02-11 16:30:00,2026-04-28 13:30:00,3,5,
C101279,soporte_remoto,call_center,internet,PROBLEMAS CON CÁMARAS/DVR,,solucionado,2026-02-11 17:50:00,2026-02-12 11:25:00,8,6,
C103383,cambio_plan,whatsapp,,,,solucionado,2026-02-11 18:20:00,2026-02-12 10:20:00,20,9,
SG103384,cambio_plan,call_center,,,,solucionado,2026-02-11 18:25:00,2026-02-13 11:40:00,3,3,
SG103385,cambio_plan,caja,,,,solucionado,2026-02-11 18:25:00,2026-04-06 10:10:00,3,3,
SR103982,cambio_titular,caja,,,,solucionado,2026-02-12 10:35:00,2026-02-12 17:10:00,1,5,
DQ100174,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-02-12 10:45:00,2026-02-12 12:20:00,5,0,
TC100180,sin_internet,call_center,internet,,,solucionado,2026-02-12 11:10:00,2026-02-17 09:15:00,10,0,
TC100181,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-02-12 11:40:00,2026-02-13 15:35:00,7,0,
C100175,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-02-12 11:45:00,2026-02-12 12:30:00,8,0,
VG103388,cambio_plan,call_center,,,,solucionado,2026-02-12 11:50:00,2026-02-13 13:25:00,6,3,
SG100182,sin_internet,call_center,internet,,,solucionado,2026-02-12 12:00:00,2026-02-13 15:50:00,9,0,
C101280,soporte_remoto,caja,tv,CANALES INTERMITENTES,,solucionado,2026-02-12 12:00:00,2026-02-13 10:10:00,8,1,
VG103983,cambio_titular,call_center,,,,solucionado,2026-02-12 12:00:00,2026-02-12 17:20:00,6,5,
SG100815,cambio_plan,call_center,,,,solucionado,2026-02-12 12:05:00,2026-02-13 11:40:00,9,3,
C101281,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-12 13:15:00,2026-02-12 13:15:00,20,2,
VG100176,sin_internet,whatsapp,internet,,WIFI DESACTIVADO,solucionado,2026-02-12 14:20:00,2026-02-12 16:10:00,6,0,
SG101012,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-12 14:25:00,2026-02-12 17:05:00,21,0,
SR101282,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-12 15:30:00,2026-02-16 10:55:00,1,0,
SG103984,cambio_titular,whatsapp,,,,solucionado,2026-02-12 15:30:00,2026-02-12 17:25:00,3,5,
C103386,cambio_plan,call_center,,,,solucionado,2026-02-12 16:00:00,2026-02-13 12:55:00,15,3,
VG100177,sin_internet,whatsapp,internet,,WIFI DESACTIVADO,solucionado,2026-02-12 16:20:00,2026-02-12 17:20:00,6,0,
TC103387,cambio_plan,whatsapp,,,,solucionado,2026-02-12 16:40:00,2026-02-12 16:40:00,27,15,
SG101283,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-12 16:50:00,2026-02-12 16:55:00,9,2,
CH101284,soporte_remoto,call_center,tv,PROGRAMACIÓN DE TV,,solucionado,2026-02-12 17:05:00,2026-02-13 10:25:00,2,1,
TC100178,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-02-12 17:35:00,2026-02-12 17:35:00,10,0,
TC100178,cambio_plan,whatsapp,,,,solucionado,2026-02-12 17:35:00,2026-02-13 13:15:00,10,3,
SR100179,sin_internet,whatsapp,internet,,VLAN DUPLICADA,solucionado,2026-02-12 17:45:00,2026-02-14 09:40:00,1,0,
DQ100064,soporte_remoto,call_center,tv,PROGRAMACIÓN DE TV,,solucionado,2026-02-13 09:15:00,2026-02-14 10:35:00,5,0,
C101285,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 10:00:00,2026-02-14 11:15:00,8,0,
TC101203,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-02-13 10:05:00,2026-02-13 10:05:00,16,2,
TC100506,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 10:35:00,2026-02-13 10:35:00,19,2,
TC101286,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 11:15:00,2026-02-13 11:15:00,19,2,
SG100751,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 12:25:00,2026-02-13 12:25:00,9,2,
SG101287,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 13:15:00,2026-02-13 13:15:00,3,1,
TC100183,sin_internet,call_center,internet,,ERROR DNS,solucionado,2026-02-13 13:45:00,2026-02-13 16:00:00,4,0,
TC101289,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cancelado,2026-02-13 13:55:00,,7,0,
DQ101057,soporte_remoto,whatsapp,tv,PROGRAMACIÓN DE TV,,solucionado,2026-02-13 14:15:00,2026-02-13 14:15:00,5,1,
SR101288,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-02-13 14:40:00,2026-02-13 14:40:00,21,1,
DQ101290,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,solucionado,2026-02-13 14:55:00,2026-02-14 10:40:00,5,2,
SR101291,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 15:25:00,2026-02-14 10:20:00,14,1,
DQ103389,cambio_plan,call_center,,,,solucionado,2026-02-13 15:35:00,2026-04-06 10:10:00,0,3,
SR103390,cambio_plan,call_center,,,,solucionado,2026-02-13 16:05:00,2026-02-16 10:40:00,20,3,
TC101292,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 16:10:00,2026-02-13 16:20:00,11,2,
TC101293,soporte_remoto,whatsapp,tv,PROGRAMACIÓN DE TV,,solucionado,2026-02-13 16:15:00,2026-02-14 09:05:00,7,1,
C103391,cambio_plan,call_center,,,,solucionado,2026-02-13 16:25:00,2026-02-16 11:10:00,15,3,
C103392,cambio_plan,call_center,,,,solucionado,2026-02-13 16:25:00,2026-02-16 11:25:00,15,3,
SG101294,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 16:40:00,2026-02-14 08:40:00,9,1,
TC100886,cambio_plan,call_center,,,,solucionado,2026-02-13 16:50:00,2026-04-09 17:40:00,12,3,
CH101295,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-13 17:00:00,2026-02-14 15:00:00,2,1,
CH101024,soporte_remoto,caja,tv,SIN SEÑAL DE TV,,solucionado,2026-02-13 17:00:00,2026-02-14 09:30:00,2,1,
C103393,cambio_plan,call_center,,,,solucionado,2026-02-13 17:30:00,2026-02-16 11:50:00,15,3,
VG103394,cambio_plan,call_center,,,,solucionado,2026-02-13 17:30:00,2026-03-04 17:30:00,6,3,
TC103985,cambio_titular,caja,,,,solucionado,2026-02-13 17:30:00,2026-02-18 12:00:00,12,5,
SR103395,cambio_plan,whatsapp,,,,solucionado,2026-02-13 17:55:00,2026-03-04 17:30:00,21,3,
C103396,cambio_plan,caja,,,,solucionado,2026-02-15 12:15:00,2026-04-06 10:15:00,25,3,
TC101296,soporte_remoto,call_center,internet,PROBLEMAS CON CÁMARAS/DVR,,solucionado,2026-02-16 08:35:00,2026-02-16 10:50:00,16,2,
DQ100184,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-02-16 08:45:00,2026-02-17 09:20:00,11,0,
C100186,sin_internet,caja,internet,,MTU 1500,solucionado,2026-02-16 09:00:00,2026-02-19 09:00:00,8,0,
SG101297,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 09:05:00,2026-02-16 17:05:00,3,2,
SG101298,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 09:50:00,2026-02-16 17:30:00,29,2,
SG101299,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 10:05:00,2026-02-17 17:35:00,29,2,
CH101300,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 10:10:00,2026-02-16 17:15:00,2,1,
CH101301,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 11:00:00,2026-02-17 16:05:00,2,0,
VG100336,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 11:30:00,2026-02-16 17:30:00,6,2,
SG100185,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-02-16 11:40:00,2026-02-20 09:55:00,3,0,
SG100185,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 11:40:00,2026-02-16 11:40:00,3,1,
SR101302,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 11:40:00,2026-02-16 16:15:00,1,2,
SG101303,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 11:40:00,2026-02-16 11:40:00,3,2,
TC103986,cambio_titular,whatsapp,,,,solucionado,2026-02-16 11:50:00,2026-02-18 13:00:00,4,5,
DQ103987,cambio_titular,call_center,,,,solucionado,2026-02-16 11:50:00,2026-02-18 13:05:00,0,5,
SG101304,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 12:00:00,2026-02-16 16:00:00,9,2,
DQ103397,cambio_plan,whatsapp,,,,solucionado,2026-02-16 12:00:00,2026-04-06 10:15:00,4,3,
DQ103398,cambio_plan,call_center,,,,solucionado,2026-02-16 12:20:00,2026-02-19 11:20:00,0,3,
C103399,cambio_plan,call_center,,,,solucionado,2026-02-16 13:15:00,2026-03-06 12:50:00,8,3,
TC103400,cambio_plan,call_center,,,,solucionado,2026-02-16 14:00:00,2026-02-20 14:05:00,16,3,
DQ101305,soporte_remoto,call_center,tv,CANALES LLUVIOSOS/PIXELADOS,,cancelado,2026-02-16 14:05:00,2026-02-19 15:25:00,0,0,
C103401,cambio_plan,call_center,,,,solucionado,2026-02-16 14:15:00,2026-02-20 16:50:00,8,3,
VG101224,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 15:10:00,2026-02-16 15:10:00,6,1,
C101306,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 15:15:00,2026-02-16 15:40:00,8,1,
VG101307,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 15:40:00,2026-02-16 16:30:00,6,1,
TC103402,cambio_plan,whatsapp,,,,solucionado,2026-02-16 15:40:00,2026-02-20 17:10:00,12,3,
TC100171,soporte_remoto,caja,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-02-16 15:55:00,2026-02-17 10:10:00,12,2,
SG101308,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 16:00:00,2026-02-17 11:10:00,3,1,
C101309,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 16:10:00,2026-02-17 11:05:00,8,2,
CH101310,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 16:35:00,2026-02-17 16:30:00,2,2,
TC101311,soporte_remoto,call_center,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-02-16 16:45:00,2026-02-17 09:55:00,21,2,
DQ101312,soporte_remoto,caja,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-02-16 16:55:00,2026-02-17 09:35:00,0,1,
TC100187,sin_internet,caja,internet,,FALLA DE FIBRA,solucionado,2026-02-16 17:10:00,2026-02-16 17:55:00,7,0,
TC100187,cambio_plan,whatsapp,,,,solucionado,2026-02-16 17:10:00,2026-02-20 17:10:00,7,3,
C103403,cambio_plan,call_center,,,,solucionado,2026-02-16 17:40:00,2026-03-06 12:55:00,8,3,
SG100188,sin_internet,whatsapp,internet,,BLOQUEO DE EQUIPO,solucionado,2026-02-17 08:00:00,2026-02-17 11:00:00,9,0,
SG100189,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-02-17 08:15:00,2026-02-17 11:25:00,3,0,
VG100687,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-02-17 08:50:00,2026-02-17 17:20:00,6,1,
